,name,lat,lng,address,genre,zipcode
0,Budget Travel,40.75422375287519,-73.98849346265581,499 Fashion Ave Fl 18,Offices,10001
1,Tzell Travel Group,40.7541834,-73.9860791,​119 W 40th​ St,Travel Agencies,10001
2,Liberty Travel,40.74385186454906,-73.99194718513888,743 Avenue of the Americas,Travel Agencies,10001
3,247 Get Travel,40.74898985,-73.98481567,1 West 34th Street,Travel Agencies,10001
4,Travel Agency,40.750594,-73.998808,224 W 30th St,NA,10001
5,"Envision Travel Group, Inc.",40.7512148,-73.9922255,"1 Pennsylvania Plaza, Suite 3600",Travel Agencies,10001
6,Signature Travel Network,40.751976237284666,-73.99213082916484,"1 Penn Plz, Fl 24",General Travel,10001
7,Imperial Travel,40.74993919022358,-73.99253368377686,NA,Moving Targets,10001
8,Highlight Travel,40.751865,-73.991707,225 W 34th St,Travel Agencies,10001
9,NYSKY Travel,40.754913216520784,-73.99401426315308,357 W 37th St,Travel Agencies,10001
10,IACE Travel,40.753999,-73.992402,535 8th Ave Fl 8,Travel Agencies,10001
11,Intergalactic Travel Bureau,40.753868103027344,-73.99181365966797,266 W 37th St,Performing Arts Venues,10001
12,JG Black Book of Travel,40.7481323563458,-73.9933656857796,350 7th Ave Rm 1104,General Travel,10001
13,GotoBus.com by Eastern Travel,40.75032,-73.990999,7 Avenue A,Bus Stops,10001
14,HotelsPro Travel Wholesaler,40.755314,-73.993501,330 W 38th St,Offices,10001
15,The New Steele Luxury Travel VIP Lounge,40.74726867675781,-73.99613952636719,250 W 27th St,Travel Lounges,10001
16,RMP Travel,40.7545855,-73.99193860000003,555 8th Ave,Business Services,10001
17,Michele Travels,40.749759674072266,-73.9869613647461,45 W 34th St,General Travel,10001
18,USA Royalty Travel INC,40.7514486,-73.9891093,147 W 35th St #506,Travel Agencies,10001
19,Steele Luxury Travel Centurion Lounge,40.747864047577174,-74.0016800760855,555 W 23rd St,NA,10001
20,Chanteclair Travel,40.75197110866619,-73.98903608322144,152 W 36th St Rm 805,General Travel,10001
21,Northstar Travel Media,40.74887553584595,-73.98989828201249,116 W 32nd St,Offices,10001
22,Travel Savvy,40.751095,-73.988803,147 W 35th St,Offices,10001
23,travel clinic of new york city,40.745843,-73.994822,200 W 26th St,Doctor's Offices,10001
24,Titan Travel - Travel Company New York | Travel Deals USA,40.75125503540039,-73.98861694335938,"131 West 35th St, 8th Fl, New York, NY 10001",Travel Agencies,10001
25,Shermans Travel HQ,40.749814290676305,-73.98886593487453,112 W 34th St,Tech Startups,10001
26,Business World Travel,40.75351532515499,-73.98873567581177,262 W 38th St Rm 1001,Travel Agencies,10001
27,Mpr Travel,40.74862,-73.988524,1270 Broadway,General Travel,10001
28,Travel Auto Bag,40.75782,-73.99333,264 W 40th St,NA,10001
29,New World Travel,40.75831029512206,-73.99622440338135,1040 Avenue of American,Tourist Information Centers,10001
30,Olympia Tours and Travel,40.74844365858246,-73.98826360702515,1270 Broadway Rm 302,Travel Agencies,10001
31,Vip Travel Club,40.75803226004038,-73.9997737385329,NA,General Travel,10001
32,World Trade Travel,40.74789810180664,-73.98839569091797,1261 Broadway Rm 815,Travel Agencies,10001
33,Broadway Travel,40.748458,-73.987757,1245 Broadway,NA,10001
34,The Life In Motion Travel,40.743950578964345,-73.9957577626411,122 W 26th St,Travel Agencies,10001
35,Travel Universally,40.751041412353516,-73.9856185913086,48 W 37th St,General Travel,10001
36,Travel Leaders Technology,40.753943,-73.98601,119 W 40th St,Buildings,10001
37,Alpha International Travel,40.75402069091797,-73.98590087890625,119 W 40th St Fl 12,Travel Agencies,10001
38,New World Travel,40.753027572777626,-73.9854870120816,NA,Offices,10001
39,American Express Global Business Travel,40.75594082420385,-73.98663291000051,7 Times Sq,Offices,10001
40,Euro lloyd travel group,40.75223517022994,-73.9849800600919,57 38st,Offices,10001
41,Picasso Travel,40.75125254006028,-73.984957103743,989 6thAve,Travel Agencies,10001
42,Ensemble Travel Group HQ,40.75048236883272,-73.98484232195737,29 W 36th St,NA,10001
43,Inspo Travel,40.7551234,-73.9854633,"130 West 42nd St, Suite 401",NA,10001
44,Delgado Travel,40.751902,-73.98442299999999,35 W 38th St,Transportation Services,10001
45,Downtown Travel,40.749406,-73.984737,3 W 35th St,General Travel,10001
46,Chubit Travel,40.745846,-73.986938,26 Broadway Fl 8,General Travel,10001
47,H & S Travel & Tours,40.75252151489258,-73.98426055908203,37 W 39th St Rm 1003,General Travel,10001
48,Women of Assurance Faith Based Cruise and Travel Unlimited,40.74587516706305,-73.9865255355835,244 5th Ave Ste C243,General Travel,10001
49,Help U Travel,40.747946999999996,-73.98450600000001,347 5th Ave Rm 1212A,Offices,10001
50,Edwin Travel,40.721126556396484,-73.98908233642578,166 Allen St,General Travel,10002
51,Double Happiness Travel,40.713706970214844,-73.99171447753906,133 E Broadway,Bus Stations,10002
52,United Bus and Travel,40.713706970214844,-73.99171447753906,133 E Broadway,Bus Stations,10002
53,Travel to Morocco,40.719520568847656,-73.98976135253906,121 Orchard St,Travel Lounges,10002
54,Great Wall Travel Inc.,40.714379,-73.99079300000001,143 Division St,Bus Lines,10002
55,Eastern Travel,40.7157326045429,-73.99213555298023,28 Allen St,Bus Lines,10002
56,Hester Travel Inc.,40.717166,-73.992283,86 Eldridge St,Travel Agencies,10002
57,Tiger Travel Inc,40.71484502883637,-73.99225134546131,59 Canal St,Bus Stations,10002
58,Focus Travel Agency,40.71399132576555,-73.99248384288157,120 E Broadway,Bus Stations,10002
59,Tennessee Travel,40.713355,-73.992144,19 Pike St,Bus Stations,10002
60,Ocean Travel,40.714683,-73.993133,3 Allen St,Bus Stations,10002
61,20 Clinton St Travel Agency,40.723053308010705,-73.98409049956547,20 Clinton St,Offices,10002
62,ABC us travel & tour,40.716918,-73.994721,69 Chrystie St,Bus Lines,10002
63,Oriental Pearl Travel,40.71615665406046,-73.99488546845112,47 Chrystie St,Bus Stations,10002
64,General BUS Inc. Oriental Pearl travel,40.71627426147461,-73.99507904052734,47 Chrystie St,Bus Stations,10002
65,Sarah's Travel Inc.,40.71399688720703,-73.99533081054688,45 Division St #3FL,Tourist Information Centers,10002
66,Happy Travel Inc,40.713631,-73.995304,56 E Broadway,Travel Agencies,10002
67,E-World Travel & Tours Inc.,40.715680336619954,-73.99676804335193,48 Bowery  Street 2/F,General Travel,10002
68,Great Wall Travel,40.71206099797075,-73.99578988552094,94 Madison St,Travel Agencies,10002
69,Francine's Travel,40.72005287123635,-73.99706619648265,93 Van Buren St,General Travel,10002
70,L&L Tour,40.717332,-73.995017,97 Bowery,Offices,10002
71,NexTravel,40.72341616386662,-73.99287114236125,270 Bowery Fl 2,Tech Startups,10002
72,The Agoraphobic Traveller,40.722015380859375,-73.99578094482422,39 Spring St,Art Galleries,10002
73,Ovation Corporate Travel,40.73645396074502,-73.99288810937198,71 5th Ave,Offices,10003
74,Judy Perl Worldwide Travel,40.72640481075531,-73.99574808996799,636 Broadway,Travel Agencies,10003
75,Liberty Travel,40.731296,-73.99343499999999,55A East 8th St,Travel Agencies,10003
76,WHOA Travel,40.733402,-73.992484,NA,Other Great Outdoors,10003
77,Urban Sherpa Travel,40.734279,-73.9902571,52 E 14th St,Bus Stations,10003
78,Blink Travel,40.729056,-73.993305,722 Broadway,Airport Services,10003
79,Sta Travel,40.72912134129299,-73.99373196806589,722 Broadway,General Travel,10003
80,Travel Channel NYC,40.73637879324434,-73.99207810325258,18 E 16th St,Offices,10003
81,Madison House Travel,40.72993,-73.996806,628 Broadway,NA,10003
82,Bespoke-Cct Travel,40.737008,-73.990536,41 Union Sq W,Travel Agencies,10003
83,Hudson Sutler Travel Lounge,40.737245,-73.989987,862 Broadway,Offices,10003
84,Travel Anxiety,40.727591,-73.983458,NA,NA,10003
85,Kristal Travel,40.737446000000006,-73.99215600000001,89 5th Ave Ste 303,Offices,10003
86,Prideworld Travel,40.737679,-73.988249,NA,NA,10003
87,Travel Money USA Union Square,40.73667907714844,-73.99482727050781,25 W 14th St,Financial or Legal Services,10003
88,RA Travel,40.737068,-73.995423,39 W 14th St,General Travel,10003
89,20 Clinton St Travel Agency,40.723053308010705,-73.98409049956547,20 Clinton St,Offices,10003
90,Middle Earth Travel,40.73797399533674,-73.98079633712769,NA,Miscellaneous Shops,10003
91,Travelers Medical Center,40.73188744871435,-73.99957400303893,NA,Medical Centers,10003
92,NexTravel,40.72341616386662,-73.99287114236125,270 Bowery Fl 2,Tech Startups,10003
93,Lawrence's traveling circus,40.73703384399414,-73.98157501220703,NA,General Travel,10003
94,Lucas Stoffel Travel Influencer,40.7035612,-74.0101793,42 Water St,Photography Studios,10004
95,Travel Ad Network,40.70507875,-74.01100257499999,55 Broad St,Offices,10004
96,empire travel agency,40.704379,-74.009012,10 Hanover Sq,Transportation Services,10004
97,Bob Batter Travel Agency,40.7061882019043,-74.00999450683594,45 Wall St,Miscellaneous Shops,10004
98,Virtual Travel,40.706792,-74.010921,NA,Resorts,10004
99,Complete Travel Visa Center,40.708548,-74.014712,40 Rector St Rm 1502,Travel Agencies,10004
100,Travel Agency,40.70657228240375,-74.01027628647813,NA,Offices,10004
101,Royalty Travel,40.707631,-74.007472,75 Maiden Ln Rm 803,General Travel,10004
102,TravelPaperplane.com,40.70243964288751,-74.01476383209229,NA,General Travel,10004
103,Travelex Currency Services,40.706153,-74.013588,29 Broadway,Currency Exchanges,10004
104,Travelnista On The Move LLC.,40.704281,-74.0082994,165 Broadway 23rd Floor,Business Services,10004
105,ShermansTravel,40.7053042766687,-74.00942988103468,5 Hanover Sq,Offices,10004
106,Traveling NYC Style,40.70509519531675,-74.00759233663848,99 Wall St,Tour Providers,10004
107,TravelSquire.com Offices,40.70838313762132,-74.01037957637672,15 Maiden Ln,General Travel,10004
108,Veteran Traveller University,40.707287092735534,-74.00270462036133,New York,College Quads,10004
109,Veteran Traveller Hospital,40.70823051511181,-74.00193214416504,New York,Medical Centers,10004
110,Bob Batter Travel Agency,40.7061882019043,-74.00999450683594,45 Wall St,Miscellaneous Shops,10005
111,Travel Agency,40.70657228240375,-74.01027628647813,NA,Offices,10005
112,Royalty Travel,40.707631,-74.007472,75 Maiden Ln Rm 803,General Travel,10005
113,empire travel agency,40.704379,-74.009012,10 Hanover Sq,Transportation Services,10005
114,Virtual Travel,40.706792,-74.010921,NA,Resorts,10005
115,Travel Ad Network,40.70507875,-74.01100257499999,55 Broad St,Offices,10005
116,Lucas Stoffel Travel Influencer,40.7035612,-74.0101793,42 Water St,Photography Studios,10005
117,ShermansTravel,40.7053042766687,-74.00942988103468,5 Hanover Sq,Offices,10005
118,Traveling NYC Style,40.70509519531675,-74.00759233663848,99 Wall St,Tour Providers,10005
119,Travelnista On The Move LLC.,40.704281,-74.0082994,165 Broadway 23rd Floor,Business Services,10005
120,TravelSquire.com Offices,40.70838313762132,-74.01037957637672,15 Maiden Ln,General Travel,10005
121,American Express Travel Services,40.713352888300584,-74.01585352352586,200 Vesey St,Offices,10006
122,Complete Travel Visa Center,40.708548,-74.014712,40 Rector St Rm 1502,Travel Agencies,10006
123,Virtual Travel,40.706792,-74.010921,NA,Resorts,10006
124,Travel Agency,40.70657228240375,-74.01027628647813,NA,Offices,10006
125,Bob Batter Travel Agency,40.7061882019043,-74.00999450683594,45 Wall St,Miscellaneous Shops,10006
126,Condé Nast Traveler,40.71200407096382,-74.01300430297852,1 World Trade Ctr,Offices,10006
127,TravelSquire.com Offices,40.70838313762132,-74.01037957637672,15 Maiden Ln,General Travel,10006
128,Travelex Currency Services,40.706153,-74.013588,29 Broadway,Currency Exchanges,10006
129,Travel Squire,40.71017424838853,-74.00970250368118,15 Maiden Ln Ste 1001,Hostels,10007
130,Travelex Currency Services,40.712154388427734,-74.00981903076172,30 Vesey St,Currency Exchanges,10007
131,Condé Nast Traveler,40.71200407096382,-74.01300430297852,1 World Trade Ctr,Offices,10007
132,Jade Travels Suite 308,40.71126772118718,-74.00146774824516,NA,Doctor's Offices,10007
133,Travel Anxiety,40.727591,-73.983458,NA,NA,10009
134,Travel by Land,40.72903060913086,-73.97628021240234,635 E 14th St,Salons / Barbershops,10009
135,20 Clinton St Travel Agency,40.723053308010705,-73.98409049956547,20 Clinton St,Offices,10009
136,"Allen Batista Travel, Inc.",40.73553517254343,-73.97526025772095,E. 23rd Street and FDR,Harbors / Marinas,10010
137,Ovation Corporate Travel,40.73645396074502,-73.99288810937198,71 5th Ave,Offices,10010
138,Liberty Travel,40.74385186454906,-73.99194718513888,743 Avenue of the Americas,Travel Agencies,10010
139,Middle Earth Travel,40.73797399533674,-73.98079633712769,NA,Miscellaneous Shops,10010
140,world travel,40.74083709716797,-73.98348999023438,61 Lexington Ave,Tourist Information Centers,10010
141,Puerto Rico @ Travel + Leisure Global Bazaar,40.741407797590284,-73.98425119467512,Lexington Armory,Tourist Information Centers,10010
142,"Travel Planners, Inc.",40.742349,-73.9842,381 Park Ave S,Offices,10010
143,Prideworld Travel,40.737679,-73.988249,NA,NA,10010
144,NESTER TRAVEL INC,40.74243485872075,-73.98650407791138,41 Madison Ave Fl 31,Taxis,10010
145,Hudson Sutler Travel Lounge,40.737245,-73.989987,862 Broadway,Offices,10010
146,Bespoke-Cct Travel,40.737008,-73.990536,41 Union Sq W,Travel Agencies,10010
147,Kristal Travel,40.737446000000006,-73.99215600000001,89 5th Ave Ste 303,Offices,10010
148,Urban Sherpa Travel,40.734279,-73.9902571,52 E 14th St,Bus Stations,10010
149,Travel Channel NYC,40.73637879324434,-73.99207810325258,18 E 16th St,Offices,10010
150,WHOA Travel,40.733402,-73.992484,NA,Other Great Outdoors,10010
151,Robertas Mobile Oven,40.74254861621815,-73.98899737888202,On the move,NA,10010
152,Lawrence's traveling circus,40.73703384399414,-73.98157501220703,NA,General Travel,10010
153,Liberty Travel,40.74385186454906,-73.99194718513888,743 Avenue of the Americas,Travel Agencies,10011
154,Ovation Corporate Travel,40.73645396074502,-73.99288810937198,71 5th Ave,Offices,10011
